,Date,Count,Crime_Category,Region
9,2016-10-31,145,Neglect and ill-treatment of children,South Africa
10,2016-11-30,192,Neglect and ill-treatment of children,South Africa
11,2016-12-31,209,Neglect and ill-treatment of children,South Africa
12,2017-01-31,175,Neglect and ill-treatment of children,South Africa
13,2017-02-28,157,Neglect and ill-treatment of children,South Africa
14,2017-03-31,152,Neglect and ill-treatment of children,South Africa
15,2017-04-30,121,Neglect and ill-treatment of children,South Africa
16,2017-05-31,163,Neglect and ill-treatment of children,South Africa
17,2017-06-30,148,Neglect and ill-treatment of children,South Africa
18,2017-07-31,150,Neglect and ill-treatment of children,South Africa
19,2017-08-31,147,Neglect and ill-treatment of children,South Africa
20,2017-09-30,159,Neglect and ill-treatment of children,South Africa
21,2017-10-31,177,Neglect and ill-treatment of children,South Africa
22,2017-11-30,165,Neglect and ill-treatment of children,South Africa
23,2017-12-31,202,Neglect and ill-treatment of children,South Africa
24,2018-01-31,180,Neglect and ill-treatment of children,South Africa
25,2018-02-28,169,Neglect and ill-treatment of children,South Africa
26,2018-03-31,165,Neglect and ill-treatment of children,South Africa
27,2018-04-30,154,Neglect and ill-treatment of children,South Africa
28,2018-05-31,178,Neglect and ill-treatment of children,South Africa
29,2018-06-30,150,Neglect and ill-treatment of children,South Africa
30,2018-07-31,176,Neglect and ill-treatment of children,South Africa
31,2018-08-31,174,Neglect and ill-treatment of children,South Africa
32,2018-09-30,161,Neglect and ill-treatment of children,South Africa
33,2018-10-31,163,Neglect and ill-treatment of children,South Africa
34,2018-11-30,170,Neglect and ill-treatment of children,South Africa
35,2018-12-31,192,Neglect and ill-treatment of children,South Africa
36,2019-01-31,164,Neglect and ill-treatment of children,South Africa
37,2019-02-28,184,Neglect and ill-treatment of children,South Africa
38,2019-03-31,207,Neglect and ill-treatment of children,South Africa
39,2019-04-30,169,Neglect and ill-treatment of children,South Africa
40,2019-05-31,145,Neglect and ill-treatment of children,South Africa
41,2019-06-30,160,Neglect and ill-treatment of children,South Africa
42,2019-07-31,183,Neglect and ill-treatment of children,South Africa
43,2019-08-31,189,Neglect and ill-treatment of children,South Africa
44,2019-09-30,181,Neglect and ill-treatment of children,South Africa
45,2019-10-31,210,Neglect and ill-treatment of children,South Africa
46,2019-11-30,219,Neglect and ill-treatment of children,South Africa
47,2019-12-31,182,Neglect and ill-treatment of children,South Africa
48,2020-01-31,194,Neglect and ill-treatment of children,South Africa
49,2020-02-29,213,Neglect and ill-treatment of children,South Africa
50,2020-03-31,208,Neglect and ill-treatment of children,South Africa
51,2020-04-30,77,Neglect and ill-treatment of children,South Africa
52,2020-05-31,86,Neglect and ill-treatment of children,South Africa
53,2020-06-30,116,Neglect and ill-treatment of children,South Africa
54,2020-07-31,98,Neglect and ill-treatment of children,South Africa
55,2020-08-31,102,Neglect and ill-treatment of children,South Africa
56,2020-09-30,173,Neglect and ill-treatment of children,South Africa
57,2020-10-31,160,Neglect and ill-treatment of children,South Africa
58,2020-11-30,187,Neglect and ill-treatment of children,South Africa
59,2020-12-31,195,Neglect and ill-treatment of children,South Africa
60,2021-01-31,112,Neglect and ill-treatment of children,South Africa
61,2021-02-28,142,Neglect and ill-treatment of children,South Africa
62,2021-03-31,164,Neglect and ill-treatment of children,South Africa
0,2016-01-31,39755,Other serious crime,South Africa
1,2016-02-29,40031,Other serious crime,South Africa
2,2016-03-31,40995,Other serious crime,South Africa
3,2016-04-30,40737,Other serious crime,South Africa
4,2016-05-31,41022,Other serious crime,South Africa
5,2016-06-30,38975,Other serious crime,South Africa
6,2016-07-31,38511,Other serious crime,South Africa
7,2016-08-31,42141,Other serious crime,South Africa
8,2016-09-30,40261,Other serious crime,South Africa
9,2016-10-31,40490,Other serious crime,South Africa
10,2016-11-30,40039,Other serious crime,South Africa
11,2016-12-31,36433,Other serious crime,South Africa
12,2017-01-31,37031,Other serious crime,South Africa
13,2017-02-28,35708,Other serious crime,South Africa
14,2017-03-31,39603,Other serious crime,South Africa
15,2017-04-30,34553,Other serious crime,South Africa
16,2017-05-31,38715,Other serious crime,South Africa
17,2017-06-30,35857,Other serious crime,South Africa
18,2017-07-31,36308,Other serious crime,South Africa
19,2017-08-31,38136,Other serious crime,South Africa
20,2017-09-30,35700,Other serious crime,South Africa
21,2017-10-31,38345,Other serious crime,South Africa
22,2017-11-30,38917,Other serious crime,South Africa
23,2017-12-31,34532,Other serious crime,South Africa
24,2018-01-31,36592,Other serious crime,South Africa
25,2018-02-28,35410,Other serious crime,South Africa
26,2018-03-31,37604,Other serious crime,South Africa
27,2018-04-30,34924,Other serious crime,South Africa
28,2018-05-31,39146,Other serious crime,South Africa
29,2018-06-30,36928,Other serious crime,South Africa
30,2018-07-31,37419,Other serious crime,South Africa
31,2018-08-31,38873,Other serious crime,South Africa
32,2018-09-30,35174,Other serious crime,South Africa
33,2018-10-31,39378,Other serious crime,South Africa
34,2018-11-30,39596,Other serious crime,South Africa
35,2018-12-31,34451,Other serious crime,South Africa
36,2019-01-31,37051,Other serious crime,South Africa
37,2019-02-28,35784,Other serious crime,South Africa
38,2019-03-31,38120,Other serious crime,South Africa
39,2019-04-30,36464,Other serious crime,South Africa
40,2019-05-31,37918,Other serious crime,South Africa
41,2019-06-30,34385,Other serious crime,South Africa
42,2019-07-31,37011,Other serious crime,South Africa
43,2019-08-31,36649,Other serious crime,South Africa
44,2019-09-30,34412,Other serious crime,South Africa
45,2019-10-31,38468,Other serious crime,South Africa
46,2019-11-30,36660,Other serious crime,South Africa
47,2019-12-31,32639,Other serious crime,South Africa
48,2020-01-31,35824,Other serious crime,South Africa
49,2020-02-29,35305,Other serious crime,South Africa
50,2020-03-31,33032,Other serious crime,South Africa
51,2020-04-30,18130,Other serious crime,South Africa
52,2020-05-31,24965,Other serious crime,South Africa
53,2020-06-30,27423,Other serious crime,South Africa
54,2020-07-31,29563,Other serious crime,South Africa
55,2020-08-31,32162,Other serious crime,South Africa
56,2020-09-30,32224,Other serious crime,South Africa
57,2020-10-31,34327,Other serious crime,South Africa
58,2020-11-30,33046,Other serious crime,South Africa
59,2020-12-31,30558,Other serious crime,South Africa
60,2021-01-31,29368,Other serious crime,South Africa
61,2021-02-28,30398,Other serious crime,South Africa
62,2021-03-31,34035,Other serious crime,South Africa
0,2016-01-31,46240,Property-related crime,South Africa
1,2016-02-29,44501,Property-related crime,South Africa
2,2016-03-31,47373,Property-related crime,South Africa
3,2016-04-30,46534,Property-related crime,South Africa
4,2016-05-31,47307,Property-related crime,South Africa
5,2016-06-30,44092,Property-related crime,South Africa
6,2016-07-31,44648,Property-related crime,South Africa
7,2016-08-31,47619,Property-related crime,South Africa
8,2016-09-30,46357,Property-related crime,South Africa
9,2016-10-31,46735,Property-related crime,South Africa
10,2016-11-30,45311,Property-related crime,South Africa
11,2016-12-31,43057,Property-related crime,South Africa
12,2017-01-31,44715,Property-related crime,South Africa
13,2017-02-28,41948,Property-related crime,South Africa
14,2017-03-31,45274,Property-related crime,South Africa
15,2017-04-30,42226,Property-related crime,South Africa
16,2017-05-31,44711,Property-related crime,South Africa
17,2017-06-30,41928,Property-related crime,South Africa
18,2017-07-31,41407,Property-related crime,South Africa
19,2017-08-31,43520,Property-related crime,South Africa
20,2017-09-30,41863,Property-related crime,South Africa
21,2017-10-31,44744,Property-related crime,South Africa
22,2017-11-30,42978,Property-related crime,South Africa
23,2017-12-31,41773,Property-related crime,South Africa
24,2018-01-31,43010,Property-related crime,South Africa
25,2018-02-28,40198,Property-related crime,South Africa
26,2018-03-31,42764,Property-related crime,South Africa
27,2018-04-30,41748,Property-related crime,South Africa
28,2018-05-31,43095,Property-related crime,South Africa
29,2018-06-30,40032,Property-related crime,South Africa
30,2018-07-31,41437,Property-related crime,South Africa
31,2018-08-31,43074,Property-related crime,South Africa
32,2018-09-30,39837,Property-related crime,South Africa
33,2018-10-31,43034,Property-related crime,South Africa
34,2018-11-30,42753,Property-related crime,South Africa
35,2018-12-31,40223,Property-related crime,South Africa
36,2019-01-31,42736,Property-related crime,South Africa
37,2019-02-28,39090,Property-related crime,South Africa
38,2019-03-31,41139,Property-related crime,South Africa
39,2019-04-30,42408,Property-related crime,South Africa
40,2019-05-31,42006,Property-related crime,South Africa
41,2019-06-30,37408,Property-related crime,South Africa
42,2019-07-31,40927,Property-related crime,South Africa
43,2019-08-31,39477,Property-related crime,South Africa
44,2019-09-30,37135,Property-related crime,South Africa
45,2019-10-31,40787,Property-related crime,South Africa
46,2019-11-30,39417,Property-related crime,South Africa
47,2019-12-31,37379,Property-related crime,South Africa
48,2020-01-31,40258,Property-related crime,South Africa
49,2020-02-29,38601,Property-related crime,South Africa
50,2020-03-31,36355,Property-related crime,South Africa
51,2020-04-30,28348,Property-related crime,South Africa
52,2020-05-31,28352,Property-related crime,South Africa
53,2020-06-30,29710,Property-related crime,South Africa
54,2020-07-31,30834,Property-related crime,South Africa
55,2020-08-31,31983,Property-related crime,South Africa
56,2020-09-30,32699,Property-related crime,South Africa
57,2020-10-31,34340,Property-related crime,South Africa
58,2020-11-30,33147,Property-related crime,South Africa
59,2020-12-31,31547,Property-related crime,South Africa
60,2021-01-31,30697,Property-related crime,South Africa
61,2021-02-28,29009,Property-related crime,South Africa
62,2021-03-31,31517,Property-related crime,South Africa
0,2016-01-31,152,Public violence,South Africa
1,2016-02-29,206,Public violence,South Africa
2,2016-03-31,214,Public violence,South Africa
3,2016-04-30,251,Public violence,South Africa
4,2016-05-31,327,Public violence,South Africa
5,2016-06-30,342,Public violence,South Africa
6,2016-07-31,184,Public violence,South Africa
7,2016-08-31,174,Public violence,South Africa
8,2016-09-30,164,Public violence,South Africa
9,2016-10-31,246,Public violence,South Africa
10,2016-11-30,131,Public violence,South Africa
11,2016-12-31,82,Public violence,South Africa
12,2017-01-31,199,Public violence,South Africa
13,2017-02-28,173,Public violence,South Africa
14,2017-03-31,244,Public violence,South Africa
15,2017-04-30,174,Public violence,South Africa
16,2017-05-31,288,Public violence,South Africa
17,2017-06-30,245,Public violence,South Africa
18,2017-07-31,191,Public violence,South Africa
19,2017-08-31,179,Public violence,South Africa
20,2017-09-30,295,Public violence,South Africa
21,2017-10-31,208,Public violence,South Africa
22,2017-11-30,143,Public violence,South Africa
23,2017-12-31,83,Public violence,South Africa
24,2018-01-31,185,Public violence,South Africa
25,2018-02-28,201,Public violence,South Africa
26,2018-03-31,267,Public violence,South Africa
27,2018-04-30,287,Public violence,South Africa
28,2018-05-31,350,Public violence,South Africa
29,2018-06-30,373,Public violence,South Africa
30,2018-07-31,301,Public violence,South Africa
31,2018-08-31,280,Public violence,South Africa
32,2018-09-30,158,Public violence,South Africa
33,2018-10-31,270,Public violence,South Africa
34,2018-11-30,178,Public violence,South Africa
35,2018-12-31,80,Public violence,South Africa
36,2019-01-31,178,Public violence,South Africa
37,2019-02-28,200,Public violence,South Africa
38,2019-03-31,243,Public violence,South Africa
39,2019-04-30,276,Public violence,South Africa
40,2019-05-31,192,Public violence,South Africa
41,2019-06-30,133,Public violence,South Africa
42,2019-07-31,201,Public violence,South Africa
43,2019-08-31,166,Public violence,South Africa
44,2019-09-30,382,Public violence,South Africa
45,2019-10-31,154,Public violence,South Africa
46,2019-11-30,102,Public violence,South Africa
47,2019-12-31,62,Public violence,South Africa
48,2020-01-31,144,Public violence,South Africa
49,2020-02-29,249,Public violence,South Africa
50,2020-03-31,155,Public violence,South Africa
51,2020-04-30,94,Public violence,South Africa
52,2020-05-31,90,Public violence,South Africa
53,2020-06-30,218,Public violence,South Africa
54,2020-07-31,256,Public violence,South Africa
55,2020-08-31,186,Public violence,South Africa
56,2020-09-30,190,Public violence,South Africa
57,2020-10-31,182,Public violence,South Africa
58,2020-11-30,169,Public violence,South Africa
59,2020-12-31,71,Public violence,South Africa
60,2021-01-31,62,Public violence,South Africa
61,2021-02-28,117,Public violence,South Africa
62,2021-03-31,181,Public violence,South Africa
0,2016-01-31,3566,Rape,South Africa
1,2016-02-29,3254,Rape,South Africa
2,2016-03-31,3416,Rape,South Africa
3,2016-04-30,3070,Rape,South Africa
4,2016-05-31,2957,Rape,South Africa
5,2016-06-30,2972,Rape,South Africa
6,2016-07-31,3054,Rape,South Africa
7,2016-08-31,3462,Rape,South Africa
8,2016-09-30,3562,Rape,South Africa
9,2016-10-31,3612,Rape,South Africa
10,2016-11-30,3461,Rape,South Africa
11,2016-12-31,4284,Rape,South Africa
12,2017-01-31,3276,Rape,South Africa
13,2017-02-28,3129,Rape,South Africa
14,2017-03-31,3349,Rape,South Africa
